y_pred,y_true
47.85264218100215,47.17934799194336
45.31219493176734,47.17934799194336
49.43070643694351,47.17934799194336
48.534277768998216,47.17934799194336
47.3211341490275,72.34941864013672
46.47475180694589,72.34941864013672
46.28890978260223,72.34941864013672
45.917201458217676,72.34941864013672
48.74854607465714,43.66044998168945
48.81430005697419,43.66044998168945
47.418774680957455,43.66044998168945
47.573315797501294,43.66044998168945
48.953981669967234,56.520328521728516
49.93484944703335,56.520328521728516
49.44518391903165,56.520328521728516
47.96332796687043,56.520328521728516
51.10770885698346,53.37662124633789
49.42688454748631,53.37662124633789
50.39189731563918,53.37662124633789
50.599603219838684,53.37662124633789
50.68942000870838,69.0830078125
50.70393545748265,69.0830078125
50.053222864770845,69.0830078125
51.323332067045605,69.0830078125
52.61078476463257,47.14216613769531
52.919779514878485,47.14216613769531
51.26805085042972,47.14216613769531
53.041380404658966,47.14216613769531
51.03870300011295,54.606048583984375
51.441417406078564,54.606048583984375
51.05921038898741,54.606048583984375
51.323347021952614,54.606048583984375
47.67615754225685,64.46195220947266
47.5315463180424,64.46195220947266
48.03980373579507,64.46195220947266
47.30250471840073,64.46195220947266
46.39475522953841,75.15589904785156
46.63357543083264,75.15589904785156
49.1449601277518,75.15589904785156
47.555405403543574,75.15589904785156
47.8640637302784,62.45059585571289
49.94332123818692,62.45059585571289
48.40585621474007,62.45059585571289
49.042095545793345,62.45059585571289
52.01165226493173,54.80570602416992
51.58959976423352,54.80570602416992
53.00108751846807,54.80570602416992
52.140701044338236,54.80570602416992
50.33511103932788,65.96333312988281
50.1727960416275,65.96333312988281
49.24215233172537,65.96333312988281
51.097616570594525,65.96333312988281
46.084891910713274,59.89585876464844
48.5439755355253,59.89585876464844
45.89610205124964,59.89585876464844
47.507301383516534,59.89585876464844
50.51165963799912,62.603294372558594
50.14050181130083,62.603294372558594
47.62700495834577,62.603294372558594
51.99069817538569,62.603294372558594
45.167935977112364,58.70665740966797
45.32777247487502,58.70665740966797
47.53669176660928,58.70665740966797
44.150888864328365,58.70665740966797
49.32465215996322,57.4145393371582
50.948237908679474,57.4145393371582
52.738968782871616,57.4145393371582
51.303020460363065,57.4145393371582
56.676700447730084,47.055606842041016
55.51835183992641,47.055606842041016
49.73262614358451,47.055606842041016
52.1022901073415,47.055606842041016
49.64047730027462,54.50949478149414
50.860399106036056,54.50949478149414
49.14784134285616,54.50949478149414
49.547388644090226,54.50949478149414
51.05996638203522,49.42988586425781
52.938346219264886,49.42988586425781
45.26605310451591,49.42988586425781
