y_pred,y_true
37.167901972412785,39.63999938964844
33.31079058435228,39.63999938964844
38.127275524761046,39.63999938964844
34.670643648359516,37.08000183105469
35.0566064000741,37.08000183105469
36.84839799507028,37.08000183105469
42.61071976150388,44.560001373291016
43.825114601804614,44.560001373291016
43.29886620883142,44.560001373291016
37.931426359999406,35.939998626708984
37.41197569412388,35.939998626708984
40.177220272928146,35.939998626708984
39.674624908467344,36.400001525878906
39.45819513158058,36.400001525878906
40.21185160368539,36.400001525878906
34.99495456165737,38.5
37.45535067210947,38.5
38.73181537465763,38.5
36.13108271777991,37.77000045776367
37.5246092092678,37.77000045776367
37.146406249326816,37.77000045776367
34.05237961578369,35.810001373291016
35.842551484194665,35.810001373291016
33.16434956550598,35.810001373291016
40.05114902430674,44.88999938964844
40.57833539473397,44.88999938964844
40.17110057257869,44.88999938964844
71.91751765263402,63.0
70.31362491341419,63.0
72.6792328090998,63.0
51.96426482173375,47.86000061035156
53.2024990480786,47.86000061035156
52.23950943183483,47.86000061035156
46.6088729544247,50.77000045776367
46.516041829564216,50.77000045776367
46.80279542215599,50.77000045776367
42.338358499534024,38.529998779296875
41.849981854569684,38.529998779296875
44.999677032788604,38.529998779296875
38.133843385749834,39.709999084472656
39.67295051405795,39.709999084472656
41.300463123866486,39.709999084472656
41.423796314804704,41.0
40.92543411535194,41.0
40.205995471929015,41.0
43.63579838927094,39.27000045776367
41.479525020340034,39.27000045776367
41.91378532520174,39.27000045776367
42.04157020177195,41.5
41.5584409047482,41.5
43.0639088432524,41.5
43.85869087259697,41.5
41.55778441820079,41.5
42.6303137811025,41.5
42.32209582786188,39.83000183105469
42.25216014400086,39.83000183105469
41.93193700341795,39.83000183105469
47.68922609066184,66.29000091552734
45.32467997436896,66.29000091552734
48.60864043544587,66.29000091552734
66.84806714851894,65.16000366210938
83.25551873385295,65.16000366210938
83.3630674637523,65.16000366210938
59.80278533457654,48.279998779296875
57.97377048103425,48.279998779296875
56.274002512748886,48.279998779296875
57.6213809424993,59.41999816894531
58.800307918234985,59.41999816894531
61.74503629539111,59.41999816894531
53.00558789643559,53.91999816894531
53.44245620439379,53.91999816894531
53.6043677752949,53.91999816894531
56.16700205316612,53.939998626708984
57.15713927045742,53.939998626708984
55.47008385796016,53.939998626708984
66.45518604083377,59.0
67.06427857993553,59.0
66.90522070662887,59.0
69.96967871884962,68.58000183105469
67.83346644022483,68.58000183105469
72.55713373408368,68.58000183105469
58.36563184227576,60.22999954223633
55.12505742224187,60.22999954223633
64.07079512128223,60.22999954223633
61.192289254145805,57.56999969482422
60.9209954857652,57.56999969482422
63.958418636678864,57.56999969482422
53.228906147130125,65.55999755859375
54.966550979896475,65.55999755859375
52.55272298796506,65.55999755859375
65.91447461872505,65.33999633789062
64.42264398856328,65.33999633789062
64.91563595086951,65.33999633789062
59.320820883366835,54.34000015258789
57.81964847048354,54.34000015258789
56.720720689793026,54.34000015258789
66.28227967149364,63.90999984741211
66.59095175882776,63.90999984741211
67.02293503195274,63.90999984741211
46.015924432358126,41.13999938964844
46.22388644352466,41.13999938964844
48.499800180592246,41.13999938964844
61.35134602423831,59.470001220703125
65.43811568167342,59.470001220703125
63.31785377992934,59.470001220703125
55.2946243925579,46.08000183105469
55.55246772382209,46.08000183105469
51.445872744968966,46.08000183105469
66.06394650407898,65.0
71.27519255831854,65.0
66.23099495347735,65.0
69.34279870555368,67.30000305175781
68.23208953865561,67.30000305175781
68.29539341326347,67.30000305175781
49.14225944290986,69.0
45.54049587403678,69.0
